id,name,description,single_category,description_ko,single_category_ko
3ce61cd6-8cbd-42d7-9563-37eb7378fbc5,Saddle Brown Office Chair,Outstanding saddle brown chair for your office,furniture|chairs,사무실을 위한 뛰어난 새들 브라운 체어,가구|의자
6d7b19ca-b79f-4246-9c6e-f043121783c0,Halloween Pumpkin,Be sure to order early in October,seasonal|halloween,10월 초에 꼭 주문하세요,계절|할로윈
3f791530-9540-4a36-9838-4fb14fc247ae,Edgy Earrings,Edgy earrings for women,jewelry|earrings,엣지 있는 여성용 이어링,보석|귀걸이
e0134f0e-a7ae-4349-a52c-f1f02139a79e,Video Camera,Video camera for amateurs and professonals,electronics|camera,아마추어 및 전문가용 비디오 카메라,전자제품|카메라
94e5c5a1-ee87-4d12-9657-e9ef9b27e901,Upright Piano,This upright piano will delight the most demanding musician,instruments|keys,이 업라이트 피아노는 가장 까다로운 뮤지션도 만족시킬 것입니다.,계측기|키
8f4bde5c-2d69-4c30-9c72-c5cff24ca58c,Supercool Earrings,Supercool earrings for women,jewelry|earrings,슈퍼쿨 여성용 귀걸이,보석|귀걸이
cfe2daa9-3b76-45c9-9d36-2d11472f4005,Saddle Brown Sofa,Enjoy this comfy saddle brown sofa,furniture|sofas,이 편안한 새들 브라운 소파를 즐기세요,가구|소파
84d2c523-4a9e-4c4a-9104-9d858cc0e30b,Funky Belt,This funky belt for women is perfect for all occasions,accessories|belt,이 펑키한 여성용 벨트는 모든 상황에 잘 어울립니다.,액세서리|벨트
1dc3d734-68f7-420c-8945-d15fe12ba3c9,Pale Yellow Sneakers,Swell pair of yellow sneakers to explore in the city,footwear|sneaker,Swell 옐로우 스니커즈 한 켤레로 도시를 둘러보세요,신발|스니커즈
7f7e0965-52f0-4152-8d3b-89d11da45739,Table Lamp,This table lamp will enhance your home,homedecor|lighting,이 테이블 램프는 집을 더욱 돋보이게 해줄 것입니다,홈 데코|조명
36671dac-7e57-46ee-a00f-99a7224d61d2,Knife,This knife is a must-have for your toolbox,tools|knife,이 칼은 도구 상자에 꼭 필요한 제품입니다.,도구|나이프
b2dba8a2-1634-4579-8b46-b52632f49de2,Christmas Decor,A must-have for the holidays,seasonal|christmas,휴일을 위한 머스트해브 아이템,계절의|크리스마스
cb12324e-4a35-4c97-a5ec-b14424bb1570,Peru-Orange Bag,Peru-orange bag for men,accessories|bag,페루-오렌지 남성 가방,액세서리|가방
7ae9fb66-ec70-4182-9573-2b243acff263,Walnut Pie,This yummy walnut pie is made fresh every day,groceries|bakery,이 맛있는 호두 파이는 매일 신선하게 만들어집니다,식료품|빵집
2dad0e8f-41d6-4490-ae4d-6a712007b4e7,Dark Gray Work Table,Increase your productivity with this outstanding dark gray worktable,furniture|tables,이 뛰어난 다크 그레이 작업대로 생산성을 높이세요,가구|테이블
e1146e90-3274-4ad6-a6a2-0170f0f8d597,Moreish almonds,A delightful blend of Californian and Oriental almonds,salty snacks|nuts/seeds,캘리포니아산 아몬드와 오리엔탈 아몬드의 맛있는 블렌드,짭짤한 간식|견과류/씨앗
d16257f7-da83-4b24-9e2f-5c4a2a67bdc9,Valentine Chocolates,A must-have for that special day,seasonal|valentine,특별한 날을 위한 머스트해브 아이템,계절|발렌타인
c108b04b-64fd-43bd-80fc-4819eb01803a,Dark Slate Gray Jacket,This dark slate gray jacket for men is perfect for the office,apparel|jacket,이 남성용 다크 슬레이트 그레이 재킷은 사무실에 적합합니다.,의복|재킷
ae654958-7897-4115-8baf-b5059c20d72b,Tomato Red Handbag,Tomato red handbag for those dressy occasions,accessories|handbag,화려한 날을 위한 토마토 레드 핸드백,액세서리|핸드백
504a781b-e54c-4c33-a3a3-9d0036e2e190,Bread,Bread made fresh daily in our kitchens,groceries|bakery,주방에서 매일 신선하게 만드는 빵,식료품|빵집
da1fb708-edc1-4180-b9f0-1a6fb1fd3416,Light Gray Worktable,Definitive light gray worktable for your office,furniture|tables,사무실을 위한 최고의 밝은 회색 작업대,가구|테이블
3d11accd-9984-47e5-b0e6-94743e964b15,Camping Cup,Be sure to bring this camping cup with you to the outdoors,outdoors|camping,이 캠핑 컵을 야외 활동에 꼭 챙기세요.,야외|캠핑
2a69de63-48a5-4fcf-b086-4faab06bf63a,Unrivaled Cable,This high quality cabling is unrivaled for your electronics at home and on the go,electronics|cable,이 고품질 케이블은 가정에서 또는 이동 중에 사용하는 전자 제품에 있어 타의 추종을 불허합니다.,전자제품|케이블
b958399d-8f7a-4bdf-963d-2f4b8528a539,Saddle Brown Shoes,Pair of saddle brown formal shoes for men,footwear|formal,남성용 새들 브라운 포멀 슈즈 한 켤레,신발|정장
eadfaa17-79ca-4e17-a37f-b3ba522d35c2,Yellow-Green Jacket,Well-insulated casual jacket for women,apparel|jacket,보온성이 좋은 여성용 캐주얼 재킷,의복|재킷
569e2d41-53f8-4615-9db3-045d3ff57b33,Utensils,A must-have for your kitchen,housewares|kitchen,주방을 위한 머스트해브 아이템,가정용품|부엌
da6e5214-d24f-4be4-901b-b78f17d627b8,Hammer,Essential hammer for every craftperson,tools|hammer,모든 장인을 위한 필수 해머,도구|망치
d668cd83-23a5-4174-9bd1-089054fbf1f7,Dark Slate Gray Office Chair,Definitive dark slate gray chair for your office,furniture|chairs,사무실용 최고의 다크 슬레이트 그레이 의자,가구|의자
c0966977-5b71-4f5e-92c7-04a86dbd7d71,Wall Clock,This wall clock is a must-have,homedecor|clock,이 벽시계는 필수품입니다,홈 데코 | 시계
321f93c5-c289-4418-ae3d-05c524f867ad,Trendy Glasses,Trendy glasses for men,accessories|glasses,남성용 트렌디한 안경,액세서리|안경
195c7beb-8632-41ce-a1af-16dee3d13093,Onion,This delicious veggie is a must-have in every pantry,groceries|vegetables,이 맛있는 채소는 모든 식료품 저장실에 꼭 있어야 합니다.,식료품|야채
d31c6edf-9d66-4d87-bc80-854b328678e1,Crop Top,Supercool crop top for women,apparel|shirt,슈퍼쿨 여성용 크롭 탑,의류|셔츠
f42e5d43-3131-41be-b71c-7d809a998104,Sassy Belt,This sassy belt for women is perfect for all occasions,accessories|belt,이 멋진 여성용 벨트는 어떤 상황에도 잘 어울립니다.,액세서리|벨트
8b7e7fcf-5db4-4279-b00a-932dcbdcc03c,Sienna Accent Table,This groovy sienna accent table will enhance any room,furniture|tables,이 멋진 시에나 액센트 테이블은 모든 방을 돋보이게 할 것입니다.,가구|테이블
363a0c5c-998b-4f66-85a0-21704d91f4c6,Gray Coffee Table,Groovy gray coffee table to enliven your day,furniture|tables,하루를 활기차게 만들어주는 멋진 그레이 커피 테이블,가구|테이블
18ea792e-2dc0-4dd0-8cdd-29266d333412,Fancy Ceramic Bowl,Fancy ceramic bowl for every occasion,housewares|bowls,모든 상황에 어울리는 멋진 도자기 그릇,가정용품|그릇
600e0db0-302f-49c6-b038-a872442894fb,Drill,This drill is a must-have for your toolbox,tools|drill,이 드릴은 툴박스에 꼭 필요한 제품입니다.,도구|드릴
2cc89e77-685d-423c-80a9-82e07ea13b7c,Dark Slate Gray Backpack,Dark slate gray backpack is practical for traveling,accessories|backpack,다크 슬레이트 그레이 백팩은 여행에 실용적입니다.,액세서리|배낭
cf6b6193-0261-4bdb-8ab8-8ace25956419,Bread,Bread made fresh daily in our kitchens,groceries|bakery,주방에서 매일 신선하게 만드는 빵,식료품|빵집
4f456260-d3eb-4376-a2ac-58180f3446e7,Acoustic Drum,This acoustic drum is perfect for amateur and professional musicians,instruments|percussion,이 어쿠스틱 드럼은 아마추어 및 전문 뮤지션에게 적합합니다.,악기|타악기
cac48395-946a-4377-96e1-3d716d659625,Pillar Candle,This pillar candle is a must-have for the lighting of your home,homedecor|lighting,이 필라 캔들은 집 조명에 꼭 필요한 제품입니다.,홈 데코|조명
2a5c2db3-ef32-4f77-ad19-f2d0dc89f779,Wedding Bouquet,Wedding bouquet delivered fresh and vibrant from our growers,floral|bouquet,재배자로부터 신선하고 생생한 웨딩 부케를 제공합니다.,꽃무늬|꽃다발
646848a8-86ef-4aff-9468-1d0944bfe072,Wiker Basket,This wiker basket is a must-have for your home decor,homedecor|decorative,이 와이커 바구니는 홈 데코에 꼭 필요한 필수품입니다.,홈 데코|데코레이션
69ef5b6e-72d0-4e8e-b781-1762a33c2ab8,Funky Glasses,These funky glasses for men are ideal,accessories|glasses,이 펑키한 남성용 안경은 이상적입니다.,액세서리|안경
a01ee85c-f301-4e22-97e0-ca3065ddb19d,Sandy Brown Handbag,This casual sandy brown handbag is first-class far and wide,accessories|handbag,이 캐주얼한 샌디 브라운 핸드백은 넓고 최상급입니다.,액세서리|핸드백
67dbce8c-84d8-4715-8bf7-1590ad56ac91,Christmas Decor,A must-have for the holidays,seasonal|christmas,휴일을 위한 머스트해브 아이템,계절의|크리스마스
55be2f49-6c2b-4990-92a7-9cf29beea18c,Nice Socks,Nice dressy socks,apparel|socks,멋지고 멋진 양말,의복|양말
caee70f0-d439-42ed-9033-9c9af67765b2,Apples,This tasty fruit is everyone's favorite,groceries|fruits,이 맛있는 과일은 모두가 좋아하는 과일입니다,식료품|과일
e093925f-ea8c-4409-a00f-3d725cc463fb,Swedish Cuisine,Learn to cook Swedish cuisine with these easy recipes,books|cooking,이 쉬운 레시피로 스웨덴 요리를 배워보세요,책|요리
a8234c1a-de42-4e7a-93fb-105a1c28a6a0,Dapper Sandals,Dapper pair of sandals for men,footwear|sandals,멋진 남성용 샌들,신발|샌들
91b4d3d6-9880-40f9-a8f3-e732c91dbe3c,Ceramic Vase,This ceramic vase is a must-have for your home decor,homedecor|decorative,이 세라믹 꽃병은 홈 데코를 위한 머스트해브 아이템입니다.,홈 데코|데코레이션
ea27628a-e7a4-4383-a13b-71c32ddeee1c,Accurate Headphones,This accurate pair of headphones is outstanding in clarity,electronics|headphones,이 정확한 헤드폰은 선명도가 뛰어납니다.,전자제품|헤드폰
be14695b-f8cb-46b8-aecd-ef28f0218514,White Dining Table,Unequaled white dining room for the whole family,furniture|tables,온 가족을 위한 타의 추종을 불허하는 화이트 다이닝 룸,가구|테이블
b02540b6-76e0-4e76-9ad5-7771cada1584,Trendy Watch,This trendy watch for women is perfect for all occasions,accessories|watch,이 트렌디한 여성용 시계는 모든 상황에 잘 어울립니다.,액세서리|시계
558cb1e8-ae39-4d52-b97f-b6712bf4f263,Christmas Wreath,A must-have for the holidays,seasonal|christmas,휴일을 위한 머스트해브 아이템,계절의|크리스마스
cd8355e3-d70a-4243-a216-37e30319023d,Groovy Glasses,Groovy glasses for women,accessories|glasses,여성용 그루비 안경,액세서리|안경
96f6e07f-aafd-4a80-967b-073ad943d072,Dapper Watch,This dapper watch for men is ideal everyday,accessories|watch,이 멋진 남성용 시계는 매일 착용하기에 이상적입니다.,액세서리|시계
0451bd94-f74f-4fb6-99db-951275508ae3,Edgy Glasses,These edgy glasses for women are perfect everywhere,accessories|glasses,이 트렌디한 여성용 안경은 어디에나 잘 어울립니다.,액세서리|안경
e9f3e5cc-1f5f-4073-bea6-42c12a2c6bc5,Camping Lamp,This camping lamp is essential in the wilderness,outdoors|camping,이 캠핑 램프는 황야에서 필수적입니다.,야외|캠핑
7c22fb4f-8c14-4479-8e02-0fd787084c63,Gray Sofa,Unparalleled gray sofa for any room,furniture|sofas,어떤 방에도 잘 어울리는 그레이 소파,가구|소파
f7f8c5df-8b1c-40f1-9d02-596d025ad4b1,Christmas Figurines,A must-have for the holidays,seasonal|christmas,휴일을 위한 머스트해브 아이템,계절의|크리스마스
62cabd29-b376-4610-a40f-13e9036a8b38,Pale Gray Square Cushion,This pale gray square cushion is a must-have for your house,homedecor|cushion,이 옅은 회색 사각형 쿠션은 집에 꼭 필요한 제품입니다.,홈 데코|쿠션
9fbf8e43-b16c-4332-bb01-6e71eebbc98d,Wall Clock,This wall clock is a must-have,homedecor|clock,이 벽시계는 필수품입니다,홈 데코 | 시계
f89c2504-eb03-4568-a010-6ea50d6cd902,Frame,This frame will delight everyone,homedecor|decorative,이 프레임은 모두를 기쁘게 할 것입니다,홈 데코|데코레이션
7a52ede4-bed8-4720-9cf3-9cb6908d89f5,Flawless Bracelet,Flawless bracelet for women for every occasion,jewelry|bracelet,모든 상황에 어울리는 완벽한 여성용 브레이슬릿,보석|팔찌
23a0b541-5802-4664-9a0d-1d1e19903f90,Electric Guitar,This electric guitar is perfect for amateur and professional musicians,instruments|strings,이 일렉트릭 기타는 아마추어 및 전문 뮤지션에게 적합합니다.,악기|현악기
b40ff760-cc65-40a4-af7c-4a57282b2b16,Powder Blue Sneakers,An all-around modish pair of powder blue sneakers,footwear|sneaker,모던한 느낌의 파우더 블루 스니커즈,신발|스니커즈
7ef35f21-5d7d-4608-a3ea-63252c3ceaeb,Camera,This camera is perfect for capturing those special moments,electronics|camera,이 카메라는 특별한 순간을 포착하기에 완벽합니다.,전자제품|카메라
ff2605b2-b9f2-467a-bf07-14bce7e3f748,Bagel,Bagel made fresh daily in our kitchens,groceries|bakery,주방에서 매일 신선하게 만드는 베이글,식료품|빵집
494eb706-c173-4f1b-b986-bad8280c9fa8,Tomato,This yummy veggie is a must-have in every pantry,groceries|vegetables,이 맛있는 채소는 모든 식료품 저장실에 꼭 있어야 합니다.,식료품|야채
4df77d59-732e-4194-b9aa-7ad3878345e7,Tan Handbag,This tan handbag is a sublime dressy companion,accessories|handbag,황갈색 핸드백은 멋진 드레시한 동반자입니다.,액세서리|핸드백
833214f2-cdbc-4fbd-a25f-6f33357b503a,Decorative Candle,This decorative candle is a must-have for the lighting of your home,homedecor|lighting,이 장식용 양초는 집 조명에 꼭 필요한 필수품입니다.,홈 데코|조명
bedb6aec-0704-416f-b31c-0b43b6ff1b2e,Fishing Reel,Easy to use fishing reel,outdoors|fishing,사용하기 쉬운 낚시 릴,야외|낚시
6d1ac1e7-39a2-49db-a9cb-6fa0d1393f88,Christmas Mug,A favorite for the holidays,seasonal|christmas,휴일에 가장 좋아하는 제품,계절의|크리스마스
4994caee-f0b7-4ce8-a4df-d542ce1d9bda,Rich Soap,Enjoy the fragrance of this rich soap,beauty|bathing,이 풍부한 비누의 향기를 즐기세요,아름다움|목욕
ec81f2e5-2ffb-4b28-8b88-7c70a5db0cef,Hip Sandals,Hip pair of sandals for women,footwear|sandals,여성용 힙 샌들,신발|샌들
dfa54311-dedc-4d92-8ade-d797e84a5c57,Alarm Clock,This alarm clock is a must-have,homedecor|clock,이 알람 시계는 필수품입니다.,홈 데코 | 시계
e0eb7d76-8306-40c0-aba0-31c68161fddb,Rosy-Brown Sofa,This sumptuous rosy-brown sofa will be the highlight of any room,furniture|sofas,이 화려한 장밋빛 갈색 소파는 모든 방의 하이라이트가 될 것입니다,가구|소파
dc135daa-4c1f-4672-ada4-fc8ee144e2f1,Camping Lamp,This camping lamp is a must-have for your next trip,outdoors|camping,이 캠핑 램프는 다음 여행에 꼭 필요한 제품입니다.,야외|캠핑
6d0ba711-5810-4439-875d-3db9ead666b8,Drought-Resistant Indoor Plant,Drought-resistant indoor plant grown sustainably on our organic farms,floral|plant,유기농 농장에서 지속 가능한 방식으로 재배되는 가뭄에 강한 실내 식물,플로랄|식물
205efb0a-f956-43a3-9649-b019bd5f979e,Christmas Ornament,A favorite for the holidays,seasonal|christmas,휴일에 가장 좋아하는 제품,계절의|크리스마스
8b5b37ee-6d26-4ce1-b010-75149fc0674d,Swanky Denim Jacket,Cool casual jacket for men for all seasons,apparel|jacket,모든 계절에 어울리는 멋진 남성 캐주얼 재킷,의복|재킷
9880afd7-f698-4a2c-929f-a9ce9be00d2b,Faultless Microphone,This faultless microphone can be relied upon in every situation,instruments|microphone,이 무결점 마이크는 어떤 상황에서도 믿고 사용할 수 있습니다.,악기|마이크
ea84753c-3c7c-4ab4-a60b-b6fa7f191c25,Authoritative Speakers,Authoritative speakers to fill the house with beautiful music,electronics|speaker,아름다운 음악으로 집안을 가득 채우는 권위있는 스피커,전자제품|스피커
9e663074-853f-45a4-a950-9419eaff5531,Spanish Cuisine,Learn to cook Spanish cuisine with these easy recipes,books|cooking,이 쉬운 레시피로 스페인 요리를 배워보세요,책|요리
f0501d3b-1bbb-44b1-905d-d11eb8a7fe01,Spare bookshelves,With that spare Scandinavian look,housewares|salon,여유로운 스칸디나비아 룩으로,가정용품|살롱
44cf340f-5431-4d62-bb83-6a19b5714ff0,Cheese,This cheese is made sustainably by our dairy farmers,groceries|dairy,이 치즈는 낙농가가 지속 가능한 방식으로 만듭니다.,식료품|유제품
6579c22f-be2b-444c-a52b-0116dd82df6c,Tan Backpack,This tan backpack is nifty for traveling,accessories|backpack,이 황갈색 백팩은 여행에 좋습니다.,액세서리|배낭
1254e676-be4d-41b6-9b34-5125e638420c,Table Clock,This table clock is a must-have,homedecor|clock,이 탁상시계는 필수품입니다,홈 데코 | 시계
5c131f64-32f1-4c63-b1c6-7eb3364f7167,Chocolate Cake,This delish chocolate cake will delight everyone,groceries|bakery,이 맛있는 초콜릿 케이크는 모두를 기쁘게 할 것입니다.,식료품|빵집
b78718ce-5f0a-4f39-8eb0-56de026b4870,Dark Slate Gray Backpack,Dark slate gray men's backpack for roving everywhere during the season,accessories|backpack,시즌 내내 어디든 돌아다닐 수 있는 다크 슬레이트 그레이 남성용 백팩,액세서리|배낭
1aec7c14-a081-4f44-822b-49ba8f64bce2,Drum Set,This drum set is perfect for amateur and professional musicians,instruments|percussion,이 드럼 세트는 아마추어 및 전문 뮤지션에게 적합합니다.,악기|타악기
cc42e0f4-abaf-445b-b843-54884c4f6845,Fishing Reel,This fishing reel is sure to bring success,outdoors|fishing,이 낚시 릴은 성공을 가져올 것입니다.,야외|낚시
a47d8064-2c40-408e-8aca-e27e416d22b9,White Plates,A must-have for your kitchen,housewares|kitchen,주방을 위한 머스트해브 아이템,가정용품|부엌
ef2bc846-fed1-4d6b-a9bb-e50c6961f254,Visit Kenya,Plan your next trip with this essential reference book on Kenya,books|travel,케냐에 관한 필수 참고서로 다음 여행을 계획하세요,도서|여행
9c37e1bd-ece1-4319-9349-b80bf86bea15,Spiffy Watch,Spiffy watch for women,accessories|watch,여성용 스피피 워치,액세서리|시계
577b81e2-f0ed-4fd8-92ab-617cad9f1b84,Black Boots,This pair of black boots is sans pareil for the season,footwear|boot,이 블랙 부츠는 이번 시즌에 잘 어울립니다.,신발|부츠
a0f88610-d8cc-4f18-a6d1-fc4e357e8600,Electric Bass,This electric bass will delight the most demanding musician,instruments|strings,이 일렉트릭 베이스는 가장 까다로운 뮤지션도 만족시킬 것입니다.,악기|현악기
7c9d829a-08c6-42fc-a211-02ddaacb2485,Modish Belt,Modish belt for women,accessories|belt,여성용 모디쉬 벨트,액세서리|벨트
b751f814-869a-4d95-993a-15753208f0ca,Edgy Scarf,Edgy scarf for women for every occasion,apparel|scarf,어떤 상황에도 잘 어울리는 여성용 엣지 스카프,의복|스카프
8ac8be2d-9199-4d71-ac9e-0fa9e815b453,Wiker Basket,This wiker basket will delight everyone,homedecor|decorative,이 와이커 바구니는 모두를 기쁘게 할 것입니다.,홈 데코|데코레이션
44fda362-2c42-4d3a-9660-5801fb98769c,Rattan Basket,This rattan basket is a must-have for your home decor,homedecor|decorative,이 등나무 바구니는 실내 장식에 꼭 필요한 필수품입니다.,홈 데코|데코레이션
94ff973a-3b0a-48d0-a182-c3abba01d61e,Authoritative Headphones,This authoritative pair of headphones is unequaled in clarity,electronics|headphones,이 권위 있는 헤드폰은 선명도가 타의 추종을 불허합니다.,전자제품|헤드폰
7977f680-2cf7-457d-8f4d-afa0aa168cb9,Gray Backpack,This gray backpack for women is first-rate for the season,accessories|backpack,이 여성용 회색 백팩은 시즌 최고의 제품입니다.,액세서리|배낭
62f6d1c3-33ea-415c-95dd-b3cf8a8051c9,Blackberries,This flavorful fruit is everyone's favorite,groceries|fruits,이 맛있는 과일은 모두가 좋아하는 과일입니다,식료품|과일
329ee42e-a87a-4c25-a377-cbdd8efa70f9,Cupcake,Cupcake made fresh daily in our kitchens,groceries|bakery,주방에서 매일 신선하게 만드는 컵케이크,식료품|빵집
a8b3108e-7c37-4d94-9bb8-438285194ed4,Yogurt,This yogurt is fresh from our dairy farms,groceries|dairy,이 요구르트는 낙농장에서 갓 가져온 것입니다.,식료품|유제품
988dde6a-b4a7-45a5-9e05-78dd796b6851,Hanging Lamp,This hanging lamp will enhance your home,homedecor|lighting,이 벽걸이 램프는 집을 더욱 돋보이게 해줄 것입니다.,홈 데코|조명
938bb9e7-d978-4159-b13d-e653c1548934,Sure-Fire Fishing Lure,Take this sure-fire fishing lure with you,outdoors|fishing,이 확실한 낚시 미끼를 가지고 다니세요,야외|낚시
726f0647-4edf-4b9f-9c9e-83f61111e54b,Drought-Resistant Indoor Plant,Drought-resistant indoor plant grown sustainably on our organic farms,floral|plant,유기농 농장에서 지속 가능한 방식으로 재배되는 가뭄에 강한 실내 식물,플로랄|식물
2ede2b07-c7a0-4796-bdf5-6bc7c834dfae,Gainsboro Work Table,Increase your productivity with this unparalleled gainsboro worktable,furniture|tables,타의 추종을 불허하는 Gainsboro 작업대로 생산성을 높이십시오.,가구|테이블
e11a34d8-846a-45f0-967a-39d176b491bc,Utensils Set,A must-have for your kitchen,housewares|kitchen,주방을 위한 머스트해브 아이템,가정용품|부엌
72ca8c60-b062-4e9c-9da0-89fdf09f96d9,Keyboard,This keyboard is perfect for amateur and professional musicians,instruments|keys,이 키보드는 아마추어 및 전문 뮤지션에게 적합합니다.,계측기|키
d23ef17b-f59c-4f8e-959f-be8faef2ac9a,Sienna Boots,Edgy sienna boots for rambling far and wide,footwear|boot,멀리서 걸을 수 있는 엣지 있는 시에나 부츠,신발|부츠
61e5b9c4-a941-432e-b85a-baa285bb7207,Pale Gray Shirt,Pale Gray casual shirt for men,apparel|shirt,페일 그레이 남성 캐주얼 셔츠,의류|셔츠
7d3e7f5b-8ac8-49a9-a960-8a24773a8280,Saddle Brown Backpack,Saddle brown backpack for women,accessories|backpack,새들 브라운 여성용 백팩,액세서리|배낭
04acd961-0c76-475b-870e-6daebfd7df21,Mint,This yummy veggie is a must-have in every pantry,groceries|vegetables,이 맛있는 채소는 모든 식료품 저장실에 꼭 있어야 합니다.,식료품|야채
5dcabfe7-c137-4884-a78f-15bd313ec491,White Worktable,Outstanding white worktable for your office,furniture|tables,사무실을 위한 뛰어난 흰색 작업대,가구|테이블
3fb35e00-d584-4d1c-a8de-eb7af9ca9efb,Fall Wreath,Fall wreath grown sustainably on our organic farms,floral|wreath,유기농 농장에서 지속 가능한 방식으로 재배된 가을 화환,꽃무늬|화환
a982d205-3cd1-4899-9591-1787b5422a80,Christmas Ornament,A must-have for the holidays,seasonal|christmas,휴일을 위한 머스트해브 아이템,계절의|크리스마스
5d37a44b-d121-426e-b528-59e603ba5923,Visit Egypt,Plan your next trip with this essential reference book on Egypt,books|travel,이집트에 관한 이 필수 참고서로 다음 여행을 계획하세요,도서|여행
a1b64583-4c58-4817-8cf8-1c8e60894bf8,Drum Set,This drum set will delight the most demanding musician,instruments|percussion,이 드럼 세트는 가장 까다로운 뮤지션도 만족시킬 것입니다.,악기|타악기
f4b060b6-9146-47d0-b926-d0c347364278,Set,Essential set for every craftperson,tools|set,모든 장인을 위한 필수 세트,도구|세트
1ee559df-965f-4ec7-847c-1d5d9f4170ea,Groovy Earrings,These groovy earrings for women will turn heads,jewelry|earrings,시선을 사로잡는 멋진 여성용 귀걸이입니다.,보석|귀걸이
20fb1207-9bb2-4e68-9d86-b0368d55c82f,Christmas Wreath,Christmas wreath grown sustainably on our organic farms,floral|wreath,유기농 농장에서 지속 가능한 방식으로 재배된 크리스마스 화환,꽃무늬|화환
8db2db4e-ee27-47d9-aa2a-0fb5e865b2fa,White Worktable,Unsurpassed white worktable for your office,furniture|tables,사무실을 위한 탁월한 흰색 작업대,가구|테이블
21a6eee1-20d3-4147-9c6e-5e784896c8e6,Floor Lamp,This floor lamp will enhance your home,homedecor|lighting,이 플로어 램프는 집을 더욱 돋보이게 해줄 것입니다.,홈 데코|조명
77a2a306-b829-4a76-a49a-221c22892b82,Rose Gold Heels,Pair of rose gold formal heels for women,footwear|formal,여성용 로즈 골드 포멀 힐 한 켤레,신발|정장
72994d99-e815-486e-9b8e-bfccbc230e4b,White Plates,A must-have for your kitchen,housewares|kitchen,주방을 위한 머스트해브 아이템,가정용품|부엌
d48bcdc5-decf-4d4f-8878-ddd7e8fe2c35,Acoustic Drum,This acoustic drum is perfect for amateur and professional musicians,instruments|percussion,이 어쿠스틱 드럼은 아마추어 및 전문 뮤지션에게 적합합니다.,악기|타악기
801de26f-fc73-4c71-bad0-e3d2509e2648,Gainsboro Worktable,Unequaled gainsboro worktable for your office,furniture|tables,사무실을 위한 타의 추종을 불허하는 게인즈버러 작업대,가구|테이블
a2e205a9-e620-47b7-a978-f8655e672d26,Indoor Plant,Indoor plant grown sustainably on our organic farms,floral|plant,유기농 농장에서 지속 가능한 방식으로 재배되는 실내 식물,플로랄|식물
a31ad4b3-f9a8-4a9b-a8b3-3034af7bacec,Kiwi,Make sure to have your fresh dose of vitamin C every day,groceries|fruits,매일 신선한 양의 비타민 C를 섭취하십시오.,식료품|과일
10e6f3bd-c59f-4a4b-b4fe-186b4632d213,Drum Set,This drum set will delight the most demanding musician,instruments|percussion,이 드럼 세트는 가장 까다로운 뮤지션도 만족시킬 것입니다.,악기|타악기
ab228b40-f692-4662-9986-6d8184dda20b,Beauty Balm,This product is bottled heaven,beauty|bathing,이 제품은 보틀드 헤븐,아름다움|목욕
dd631e85-6b31-47af-bf6e-cbe792353ae1,Powder Blue Rectangular Cushion,This powder blue rectangular cushion is a must-have for your house,homedecor|cushion,이 파우더 블루 직사각형 쿠션은 집에 꼭 필요한 제품입니다.,홈 데코|쿠션
d9fe4de3-00e2-4d77-ad9e-309b2ea6298a,Light Steel Blue Shirt,Light Steel Blue casual shirt for men,apparel|shirt,남성용 라이트 스틸 블루 캐주얼 셔츠,의류|셔츠
d4239d9a-4c22-4dd3-976f-0083c7c487b4,Halloween Sign,A must-have for that fanciful day loved by all,seasonal|halloween,모두에게 사랑받는 기발한 날을 위한 머스트해브 아이템,계절|할로윈
56d219a5-8175-49f1-ba5f-a820d1804fff,Brown Leather Shoes,Pair of brown leather formal shoes for men,footwear|formal,남성용 갈색 가죽 정장 신발 한 켤레,신발|정장
98d900ee-a0d1-4bc2-9eab-79ebf422503e,Black Winter Jacket,Well-insulated winter jacket for men for the mountains,apparel|jacket,보온성이 좋은 남성용 산악용 겨울 재킷,의복|재킷
239e42a6-e8d8-404e-91f3-d713a2806ad0,Classic White Top,Flawless white dressy shirt for women,apparel|shirt,여성용 완벽한 흰색 드레시 셔츠,의류|셔츠
e780c3e7-9c9c-4b54-87ad-8bde1b837dd8,High Definition Speakers,High definition speakers to fill the house with beautiful music,electronics|speaker,아름다운 음악으로 집안을 가득 채우는 고화질 스피커,전자제품|스피커
6ff800e7-a515-441e-b7e0-27b30cfff06d,Tulips Arrangement,Tulips arrangement delivered fresh and vibrant from our growers,floral|arrangement,재배자로부터 신선하고 생동감 넘치는 튤립 어레인지먼트 제공,플로랄|어레인지먼트
ad939714-88b8-45b7-86dd-74ddeb69c3a0,Acoustic Bass,This acoustic bass is perfect for amateur and professional musicians,instruments|strings,이 어쿠스틱 베이스는 아마추어 및 전문 뮤지션에게 적합합니다.,악기|현악기
bb3055a1-989f-4a8f-bf42-a010f19342e6,Electric Guitar,This electric guitar is perfect for amateur and professional musicians,instruments|strings,이 일렉트릭 기타는 아마추어 및 전문 뮤지션에게 적합합니다.,악기|현악기
3dbfc503-b595-4fed-bb7f-b60202b0b835,Groovy Glasses,Groovy glasses for women,accessories|glasses,여성용 그루비 안경,액세서리|안경
57caed96-6886-4b9f-9d23-73bb9205812a,Christmas Ornament,A must-have for the holidays,seasonal|christmas,휴일을 위한 머스트해브 아이템,계절의|크리스마스
